43,6072,5256,1994-05-10,193968,36,5388.0,A
44,5130,813,1994-05-11,24312,12,2026.0,A
45,5568,2933,1994-05-17,272520,60,4542.0,C
46,6678,8173,1994-05-20,80340,12,6695.0,A
47,6998,9833,1994-05-21,97632,12,8136.0,A
48,6580,7769,1994-05-22,196080,48,4085.0,A
49,6316,6473,1994-05-26,76908,12,6409.0,B
50,6512,7454,1994-05-26,63312,48,1319.0,A
51,6407,6930,1994-05-26,25944,24,1081.0,A
52,5002,173,1994-05-31,104808,12,8734.0,A
53,6647,8051,1994-06-01,208320,48,4340.0,A
54,7137,10439,1994-06-03,151560,24,6315.0,A
55,6903,9337,1994-06-04,52128,24,2172.0,A
56,5918,4576,1994-06-04,300204,36,8339.0,A
57,6642,8027,1994-06-05,77640,12,6470.0,A
58,6210,5927,1994-06-06,87216,48,1817.0,B
59,6279,6273,1994-06-07,87360,24,3640.0,A
60,7249,11065,1994-06-12,69360,48,1445.0,A
61,6736,8558,1994-06-14,288360,60,4806.0,C
62,6112,5442,1994-06-17,174744,24,7281.0,B
63,5319,1811,1994-06-23,239460,60,3991.0,C
64,6596,7844,1994-06-25,91584,24,3816.0,A
65,5837,4260,1994-06-29,244560,60,4076.0,C
66,5657,3354,1994-07-05,4980,12,415.0,A
67,5533,2762,1994-07-05,111384,24,4641.0,A
68,6232,6051,1994-07-08,276660,36,7685.0,B
69,6888,9265,1994-07-11,39576,12,3298.0,A
70,6066,5228,1994-07-11,173808,24,7242.0,A
71,5549,2824,1994-07-16,50460,60,841.0,C
72,5060,426,1994-07-19,252060,60,4201.0,D
73,6004,4937,1994-07-23,143904,24,5996.0,A
74,5126,790,1994-07-24,208128,48,4336.0,B
75,7220,10911,1994-07-28,131292,36,3647.0,A
76,6668,8129,1994-07-30,74736,36,2076.0,A
77,5395,2176,1994-07-30,299088,36,8308.0,B
78,6836,9093,1994-08-03,189300,60,3155.0,C
79,6064,5215,1994-08-04,14628,12,1219.0,A
80,6919,9403,1994-08-05,120888,36,3358.0,A
81,6841,9104,1994-08-07,172080,48,3585.0,A
82,6038,5120,1994-08-10,323472,48,6739.0,A
83,6729,8519,1994-08-11,74688,12,6224.0,A
84,7198,10788,1994-08-23,45768,12,3814.0,A
85,6686,8260,1994-08-25,224604,36,6239.0,A
86,5836,4259,1994-08-27,79632,24,3318.0,A
87,7061,10105,1994-08-27,121896,24,5079.0,A
88,5595,3050,1994-09-02,82896,12,6908.0,A
89,5723,3674,1994-09-10,23628,12,1969.0,A
90,6120,5481,1994-09-11,209184,48,4358.0,A
91,6895,9307,1994-09-19,41904,12,3492.0,A
92,5882,4427,1994-09-26,87816,12,7318.0,A
93,5754,3834,1994-09-28,23052,12,1921.0,A
94,6594,7824,1994-09-28,189696,24,7904.0,B
95,6738,8566,1994-09-29,230220,36,6395.0,B
96,6624,7965,1994-09-30,71460,12,5955.0,A
97,6216,5952,1994-09-30,141240,24,5885.0,A
98,6229,6040,1994-10-02,11736,24,489.0,A
99,5887,4448,1994-10-03,192744,36,5354.0,A
100,6808,8982,1994-10-12,227880,36,6330.0,A
101,6297,6363,1994-10-25,17508,12,1459.0,A
102,5161,1012,1994-10-28,98184,24,4091.0,A
103,5390,2167,1994-10-30,170256,24,7094.0,A
104,6150,5622,1994-11-02,83016,12,6918.0,A
105,6223,5991,1994-11-03,61056,48,1272.0,A
106,5032,290,1994-11-03,123696,48,2577.0,A
107,6253,6148,1994-11-04,59760,24,2490.0,A
108,6460,7133,1994-11-06,48672,36,1352.0,A
109,6645,8041,1994-11-06,140400,36,3900.0,A
110,5176,1106,1994-11-12,192552,24,8023.0,B
111,5269,1527,1994-11-19,164052,36,4557.0,B
112,5351,1978,1994-12-04,205200,36,5700.0,A
113,5861,4337,1994-12-08,51408,24,2142.0,A
114,5450,2345,1994-12-11,199680,60,3328.0,C
115,7142,10451,1994-12-19,482940,60,8049.0,D
116,6306,6425,1994-12-20,36684,12,3057.0,A
117,6272,6226,1994-12-20,398640,60,6644.0,C
118,5044,344,1994-12-21,100980,60,1683.0,C
119,5576,2962,1994-12-21,31248,12,2604.0,A
120,7192,10738,1994-12-21,115992,36,3222.0,A
121,5739,3747,1995-01-02,76380,12,6365.0,A
122,6526,7523,1995-01-03,288468,36,8013.0,A
123,5624,3166,1995-01-03,177744,48,3703.0,D
124,6244,6118,1995-01-08,270648,36,7518.0,B
125,5131,816,1995-01-08,48624,24,2026.0,A
126,6960,9640,1995-01-11,76416,24,3184.0,A
127,6358,6715,1995-01-14,137880,60,2298.0,D
128,5418,2245,1995-01-16,347952,48,7249.0,C
129,6598,7857,1995-01-18,68112,12,5676.0,A
130,5464,2419,1995-01-30,95808,12,7984.0,A
131,6591,7819,1995-02-02,20832,48,434.0,C
132,5724,3678,1995-02-05,316140,60,5269.0,D
133,6315,6472,1995-02-06,43164,12,3597.0,A
134,5876,4413,1995-02-08,221280,48,4610.0,C
135,6986,9750,1995-02-11,151728,48,3161.0,D
136,6294,6353,1995-02-12,79920,60,1332.0,C
137,5132,817,1995-02-17,538500,60,8975.0,C
138,5877,4414,1995-02-23,97224,24,4051.0,A
139,6227,6030,1995-03-04,28248,24,1177.0,A
140,7241,11021,1995-03-04,168984,24,7041.0,B
141,6737,8564,1995-03-11,76680,24,3195.0,A
142,7004,9869,1995-03-15,331560,60,5526.0,C
143,6169,5700,1995-03-16,103680,60,1728.0,D
144,5208,1247,1995-03-16,99696,48,2077.0,D
145,6694,8316,1995-03-19,134784,24,5616.0,A
146,5599,3064,1995-03-21,15420,12,1285.0,A
147,6546,7607,1995-03-27,31728,24,1322.0,A
148,5414,2228,1995-03-29,185952,48,3874.0,C
149,5453,2361,1995-04-01,156672,36,4352.0,A
150,5740,3752,1995-04-02,18564,12,1547.0,A
151,5804,4079,1995-04-05,158976,48,3312.0,C
152,6745,8625,1995-04-10,47304,24,1971.0,A
153,6950,9591,1995-04-11,104712,24,4363.0,A
154,6996,9828,1995-04-13,126600,24,5275.0,A
155,5352,1993,1995-04-15,68400,12,5700.0,B
156,6151,5628,1995-04-25,225420,60,3757.0,C
157,5310,1762,1995-04-28,248148,36,6893.0,A
158,5045,347,1995-05-01,187224,24,7801.0,B
159,6929,9472,1995-05-08,36396,12,3033.0,A
160,5151,960,1995-05-24,189060,60,3151.0,C
161,5212,1256,1995-05-29,71064,36,1974.0,A
162,5138,854,1995-05-30,87216,48,1817.0,C
163,5713,3629,1995-05-30,158760,60,2646.0,C
164,6704,8377,1995-06-01,417060,60,6951.0,C
165,6474,7190,1995-06-06,63360,60,1056.0,C
166,6676,8159,1995-06-13,29784,24,1241.0,A
167,6965,9656,1995-06-13,139536,24,5814.0,A
168,6725,8489,1995-06-23,265320,36,7370.0,A
169,7166,10630,1995-06-24,198240,24,8260.0,A
170,7138,10440,1995-07-03,60000,60,1000.0,C
171,5970,4774,1995-07-09,465072,48,9689.0,C
172,6157,5650,1995-07-10,98592,24,4108.0,A
173,6153,5632,1995-07-25,285600,60,4760.0,C
174,5693,3489,1995-08-01,44088,24,1837.0,A
175,5922,4580,1995-08-05,20220,12,1685.0,A
176,5959,4727,1995-08-11,107640,24,4485.0,A
177,5980,4825,1995-08-18,21396,12,1783.0,A
178,6764,8776,1995-08-26,33984,48,708.0,C
179,5237,1375,1995-08-29,45336,24,1889.0,A
180,6726,8492,1995-09-03,85860,60,1431.0,C
181,6933,9493,1995-09-09,188688,48,3931.0,C
182,5145,915,1995-09-16,309552,48,6449.0,C
183,7008,9897,1995-09-22,36168,12,3014.0,A
184,7227,10942,1995-10-02,314520,60,5242.0,C
185,6600,7861,1995-10-08,21852,36,607.0,A
186,6712,8405,1995-10-14,266220,60,4437.0,C
187,7057,10093,1995-10-20,231696,36,6436.0,A
188,7176,10663,1995-10-28,260028,36,7223.0,A
189,7304,11349,1995-10-29,419880,60,6998.0,C
190,6362,6738,1995-10-31,37908,12,3159.0,A
191,5880,4423,1995-10-31,73836,36,2051.0,A
192,6535,7546,1995-11-02,41952,12,3496.0,A
193,5449,2343,1995-11-04,99336,24,4139.0,A
194,6342,6609,1995-11-12,60156,36,1671.0,B
195,5409,2218,1995-11-18,182040,60,3034.0,C
196,6955,9627,1995-11-22,244368,48,5091.0,C
197,6985,9731,1995-11-22,113796,36,3161.0,A
198,5125,789,1995-11-23,73056,48,1522.0,C
199,5805,4081,1995-11-28,137904,24,5746.0,B
200,6185,5774,1995-11-28,31176,24,1299.0,A
201,7243,11042,1995-12-04,217152,36,6032.0,A
202,6403,6924,1995-12-05,194880,48,4060.0,C
203,6578,7765,1995-12-11,27984,12,2332.0,A
204,5413,2227,1995-12-12,92976,24,3874.0,A
205,6949,9583,1995-12-12,104712,24,4363.0,A
206,6545,7606,1995-12-12,191880,60,3198.0,C
207,6178,5742,1995-12-16,232560,48,4845.0,C
208,5160,1011,1995-12-18,204000,60,3400.0,C
209,6785,8899,1995-12-25,125340,60,2089.0,C
210,6540,7562,1995-12-31,309600,48,6450.0,C
211,6589,7815,1996-01-01,189696,24,7904.0,A
212,5900,4503,1996-01-01,135360,48,2820.0,C
213,5999,4907,1996-01-03,98832,48,2059.0,C
214,6043,5126,1996-01-11,20352,48,424.0,C
215,5482,2496,1996-01-12,165120,60,2752.0,C
216,7263,11138,1996-01-19,89880,24,3745.0,A
217,6013,4995,1996-02-03,128988,36,3583.0,D
218,5750,3804,1996-02-08,63252,12,5271.0,A
219,6027,5066,1996-02-10,61656,24,2569.0,B
220,6303,6400,1996-02-12,72408,24,3017.0,B
221,7213,10884,1996-02-13,113544,36,3154.0,C
222,6659,8092,1996-02-20,56100,60,935.0,C
223,6175,5735,1996-02-21,290700,60,4845.0,D
224,5610,3112,1996-02-24,123216,48,2567.0,C
225,5563,2912,1996-02-29,380160,60,6336.0,C
226,5989,4852,1996-03-04,213300,36,5925.0,C
227,6698,8327,1996-03-10,247728,48,5161.0,C
228,5312,1772,1996-03-13,202788,36,5633.0,C
229,7189,10728,1996-03-21,154656,48,3222.0,C
230,6816,9017,1996-03-26,100224,48,2088.0,D
231,6137,5574,1996-04-10,44628,12,3719.0,A
232,5128,808,1996-04-11,215616,48,4492.0,D
233,5470,2456,1996-04-15,200976,48,4187.0,C
234,5593,3037,1996-04-18,277884,36,7719.0,D
235,5350,1967,1996-04-21,249312,48,5194.0,C
236,6063,5213,1996-04-25,320976,48,6687.0,D
237,6501,7418,1996-04-29,30276,12,2523.0,B
238,5452,2352,1996-04-29,49440,60,824.0,C
239,4961,19,1996-04-29,30276,12,2523.0,B
240,4973,67,1996-05-02,165960,24,6915.0,A
241,6190,5794,1996-05-06,123600,60,2060.0,C
242,6715,8411,1996-05-06,220620,60,3677.0,C
243,5892,4462,1996-05-14,66480,24,2770.0,B
244,6550,7614,1996-05-18,320592,48,6679.0,C
245,5706,3608,1996-05-24,161496,36,4486.0,C
246,5148,940,1996-05-29,284280,60,4738.0,C
247,6734,8547,1996-05-30,173016,36,4806.0,C
248,6109,5422,1996-06-03,368880,60,6148.0,C
249,6961,9645,1996-06-06,176148,36,4893.0,C
250,6810,9006,1996-06-08,186384,48,3883.0,C
251,5494,2572,1996-06-13,360000,48,7500.0,C
252,5311,1766,1996-06-15,30060,60,501.0,C
253,5445,2322,1996-06-29,46320,24,1930.0,A
254,5301,1698,1996-07-06,141948,36,3943.0,C
255,7034,10001,1996-07-11,19044,36,529.0,C
256,6751,8680,1996-07-14,85716,36,2381.0,C
257,6667,8127,1996-07-15,155880,24,6495.0,A
258,6130,5541,1996-07-18,32640,48,680.0,C
259,5429,2268,1996-07-18,20196,36,561.0,C
260,5725,3679,1996-07-23,444864,48,9268.0,C
261,6019,5033,1996-07-25,11400,12,950.0,A
262,6421,6985,1996-07-25,96768,36,2688.0,C
263,6992,9790,1996-07-27,133968,48,2791.0,C
264,5136,846,1996-07-28,187104,24,7796.0,A
265,5337,1886,1996-07-31,162468,36,4513.0,C
266,5495,2580,1996-08-02,89340,60,1489.0,C
267,7013,9928,1996-08-02,89340,60,1489.0,C
268,6012,4994,1996-08-03,258444,36,7179.0,C
269,6471,7184,1996-08-04,155640,24,6485.0,A
270,6296,6358,1996-08-06,270384,48,5633.0,C
271,7305,11359,1996-08-06,54024,12,4502.0,A
272,6144,5593,1996-08-09,44376,12,3698.0,A
273,6283,6289,1996-08-11,85632,48,1784.0,C
274,7246,11054,1996-08-20,148920,60,2482.0,C
275,5088,544,1996-08-22,91152,24,3798.0,A
276,5988,4851,1996-08-22,141648,24,5902.0,A
277,5282,1583,1996-08-24,388512,48,8094.0,D
278,5938,4650,1996-08-25,402000,60,6700.0,C
279,5606,3084,1996-08-28,253512,36,7042.0,D
280,5385,2143,1996-09-09,71460,36,1985.0,C
281,6865,9199,1996-09-11,29448,12,2454.0,B
282,5586,2994,1996-09-14,48744,36,1354.0,C
283,6302,6397,1996-09-16,181020,60,3017.0,C
284,7194,10762,1996-09-17,68832,36,1912.0,C
285,6461,7136,1996-09-19,74124,36,2059.0,C
286,6732,8533,1996-09-19,174048,48,3626.0,C
287,6613,7926,1996-09-22,84120,24,3505.0,A
288,7036,10019,1996-09-25,194940,36,5415.0,C
289,5897,4476,1996-09-25,15192,24,633.0,A
290,6995,9814,1996-09-26,96168,12,8014.0,A
291,5415,2236,1996-09-26,139464,36,3874.0,D
292,7136,10436,1996-09-28,54396,36,1511.0,C
293,7271,11186,1996-10-02,392460,60,6541.0,C
294,5375,2106,1996-10-03,101520,12,8460.0,A
295,5635,3230,1996-10-04,77184,36,2144.0,C
296,6817,9024,1996-10-04,70656,48,1472.0,C
297,5923,4585,1996-10-10,64656,48,1347.0,C
298,5329,1862,1996-10-16,396120,60,6602.0,C
299,6644,8039,1996-10-20,93600,24,3900.0,A
300,6354,6688,1996-10-23,22968,36,638.0,C
301,5082,501,1996-10-24,262980,60,4383.0,C
302,6585,7795,1996-10-29,372120,60,6202.0,C
303,6921,9422,1996-10-29,86184,12,7182.0,A
304,5366,2062,1996-10-29,86184,12,7182.0,A
305,5886,4447,1996-10-31,192744,36,5354.0,C
306,5741,3754,1996-11-03,68544,24,2856.0,A
307,4996,132,1996-11-06,88440,12,7370.0,A
308,6015,5001,1996-11-09,110112,24,4588.0,A
309,6309,6434,1996-11-11,110136,24,4589.0,A
310,6073,5263,1996-11-12,276300,60,4605.0,C
311,6006,4948,1996-11-15,359760,60,5996.0,C
312,5611,3115,1996-11-15,321180,60,5353.0,C
313,6944,9548,1996-11-15,46176,48,962.0,C
314,7101,10297,1996-11-18,421008,48,8771.0,C
315,6599,7859,1996-11-19,72120,12,6010.0,A
316,6940,9510,1996-11-22,228276,36,6341.0,C
317,5209,1250,1996-11-25,182640,48,3805.0,C
318,5388,2153,1996-11-28,61560,12,5130.0,A
319,6011,4981,1996-11-28,179328,48,3736.0,C
320,5591,3021,1996-12-04,155616,48,3242.0,C
321,7154,10520,1996-12-05,417600,60,6960.0,C
322,7130,10411,1996-12-11,123408,24,5142.0,A
323,6818,9030,1996-12-12,155616,48,3242.0,C
324,5625,3189,1996-12-15,222180,60,3703.0,D
325,6805,8972,1996-12-21,45024,48,938.0,C
326,7233,10963,1996-12-25,115812,36,3217.0,C
327,7308,11362,1996-12-27,129408,24,5392.0,A
328,5895,4473,1997-01-03,93960,60,1566.0,C
329,7122,10365,1997-01-04,260640,36,7240.0,D
330,6173,5724,1997-01-08,232560,48,4845.0,C
331,6142,5591,1997-01-21,221880,60,3698.0,C
332,5358,2018,1997-01-21,38520,12,3210.0,A
333,6095,5358,1997-01-24,68340,60,1139.0,C
334,6878,9242,1997-01-24,23184,12,1932.0,A
335,6554,7637,1997-01-29,390096,48,8127.0,C
336,6793,8931,1997-01-30,186300,60,3105.0,C
337,7286,11271,1997-01-31,67320,36,1870.0,C
338,6076,5269,1997-02-02,117420,60,1957.0,C
339,5134,825,1997-02-02,53076,12,4423.0,A
340,5419,2246,1997-02-05,415800,60,6930.0,C
341,6255,6158,1997-02-08,247920,48,5165.0,D
342,5656,3353,1997-02-09,146064,24,6086.0,C
343,6934,9494,1997-02-09,116832,12,9736.0,A
344,6028,5072,1997-02-09,317520,60,5292.0,C
345,6490,7262,1997-02-10,73260,60,1221.0,C
346,6415,6950,1997-02-12,475680,48,9910.0,C
347,7087,10215,1997-02-20,44304,24,1846.0,C
348,5420,2247,1997-02-24,72504,24,3021.0,C
349,5977,4803,1997-02-25,59136,48,1232.0,C
350,6824,9052,1997-02-26,71976,24,2999.0,D
351,5207,1244,1997-02-28,35904,48,748.0,C
352,7115,10351,1997-03-04,88704,48,1848.0,C
353,7250,11069,1997-03-04,119136,48,2482.0,C
354,6010,4969,1997-03-06,150180,60,2503.0,C
355,6088,5317,1997-03-07,90180,36,2505.0,C
356,5682,3455,1997-03-07,67464,12,5622.0,A
357,7201,10807,1997-03-07,67464,12,5622.0,A
358,6938,9504,1997-03-10,341280,60,5688.0,C
359,6875,9235,1997-03-13,83280,48,1735.0,C
360,5953,4715,1997-03-14,97176,24,4049.0,C
361,5942,4681,1997-03-15,162624,48,3388.0,C
362,5382,2134,1997-03-17,22932,36,637.0,C
363,6377,6792,1997-03-17,17184,12,1432.0,A
364,5931,4618,1997-03-17,66696,24,2779.0,D
365,5992,4863,1997-03-18,76080,12,6340.0,A
366,5790,4033,1997-03-20,84288,48,1756.0,C
367,6753,8688,1997-03-20,67980,12,5665.0,A
368,6562,7674,1997-03-21,94488,24,3937.0,C
369,7046,10049,1997-03-28,91632,12,7636.0,A
370,5868,4361,1997-03-29,90156,12,7513.0,A
371,5784,3967,1997-03-29,84600,36,2350.0,D
372,5878,4415,1997-04-01,74040,12,6170.0,A
373,5110,675,1997-04-01,102240,60,1704.0,C
374,5210,1252,1997-04-01,148140,36,4115.0,C
375,7230,10954,1997-04-02,18720,60,312.0,C
376,5005,176,1997-04-10,27456,12,2288.0,A
377,6871,9225,1997-04-13,164256,48,3422.0,C
378,5363,2051,1997-04-22,293880,60,4898.0,D
379,7253,11079,1997-04-26,98304,12,8192.0,A
380,6055,5181,1997-04-28,399120,60,6652.0,C
381,5072,472,1997-04-28,196800,24,8200.0,D
382,6913,9377,1997-04-29,99936,24,4164.0,C
383,6386,6856,1997-04-30,124344,36,3454.0,C
384,5634,3229,1997-05-01,39024,12,3252.0,A
385,5758,3859,1997-05-02,307200,60,5120.0,D
386,6819,9031,1997-05-03,50112,24,2088.0,C
387,7088,10233,1997-05-03,239160,60,3986.0,C
388,5039,314,1997-05-03,66840,24,2785.0,C
389,5532,2754,1997-05-04,335280,48,6985.0,C
390,6037,5118,1997-05-04,53232,48,1109.0,C
391,6322,6510,1997-05-06,76992,24,3208.0,C
392,6887,9263,1997-05-08,39576,12,3298.0,A
393,6660,8094,1997-05-09,220428,36,6123.0,C
394,5451,2350,1997-05-11,159744,48,3328.0,C
395,6014,4999,1997-05-18,165168,36,4588.0,C
396,5556,2872,1997-05-19,268320,60,4472.0,C
397,6346,6649,1997-05-22,100260,60,1671.0,C
398,5850,4293,1997-05-22,164196,36,4561.0,C
399,5940,4660,1997-05-28,106944,24,4456.0,C
400,7119,10361,1997-06-02,86880,12,7240.0,A
401,5253,1447,1997-06-03,100080,48,2085.0,C
402,6851,9138,1997-06-03,272220,60,4537.0,D
403,6695,8320,1997-06-04,309660,60,5161.0,C
404,6908,9353,1997-06-08,188616,24,7859.0,C
405,7255,11096,1997-06-09,213300,60,3555.0,C
406,5674,3418,1997-06-10,207264,48,4318.0,C
407,6278,6265,1997-06-10,87360,24,3640.0,C
408,5486,2516,1997-06-13,466608,48,9721.0,C
409,5174,1093,1997-06-13,385104,48,8023.0,C
410,6621,7957,1997-06-14,42900,12,3575.0,A
411,6313,6461,1997-06-15,150912,36,4192.0,C
412,6435,7045,1997-06-16,288720,48,6015.0,C
413,6970,9677,1997-06-17,31620,60,527.0,C
414,6310,6440,1997-06-17,34572,12,2881.0,A
415,5932,4626,1997-06-18,33348,12,2779.0,A
416,6877,9241,1997-06-19,285240,60,4754.0,C
417,6763,8772,1997-06-19,88272,48,1839.0,C
418,7085,10202,1997-06-19,305424,48,6363.0,C
419,7049,10063,1997-06-24,233424,36,6484.0,C
420,6959,9633,1997-06-30,59448,24,2477.0,D
421,5214,1270,1997-07-01,74772,36,2077.0,C
422,6350,6678,1997-07-09,294384,48,6133.0,C
423,5063,442,1997-07-10,357840,48,7455.0,D
424,5041,319,1997-07-11,369000,60,6150.0,C
425,5086,525,1997-07-16,210384,48,4383.0,C
426,6942,9513,1997-07-16,18324,12,1527.0,A
427,5270,1528,1997-07-21,191088,48,3981.0,C
428,6705,8381,1997-07-25,333648,48,6951.0,D
429,7051,10068,1997-07-28,77808,12,6484.0,A
430,6758,8742,1997-07-29,33144,12,2762.0,A
431,6249,6138,1997-07-30,67608,24,2817.0,C
432,5808,4099,1997-07-31,41856,48,872.0,C
433,5377,2116,1997-08-04,92400,12,7700.0,A
434,5446,2334,1997-08-04,48312,24,2013.0,C
435,5856,4320,1997-08-09,51360,12,4280.0,B
436,4986,97,1997-08-10,102876,12,8573.0,A
437,7001,9859,1997-08-10,300600,60,5010.0,C
438,6677,8169,1997-08-12,97980,60,1633.0,C
439,6665,8114,1997-08-15,99300,60,1655.0,C
440,5817,4127,1997-08-15,100800,24,4200.0,D
441,6984,9730,1997-08-15,116040,60,1934.0,C
442,6541,7565,1997-08-17,153504,48,3198.0,C
443,5117,718,1997-08-20,76944,12,6412.0,A
444,6097,5362,1997-08-21,202848,48,4226.0,C
445,5389,2165,1997-08-22,78600,24,3275.0,C
446,7219,10905,1997-08-23,57120,48,1190.0,C
447,6338,6592,1997-08-24,390660,60,6511.0,C
448,6922,9424,1997-08-26,83628,36,2323.0,C
449,5367,2064,1997-08-26,83628,36,2323.0,C
450,5638,3249,1997-08-27,68124,12,5677.0,A
451,5830,4190,1997-08-28,405780,60,6763.0,C
452,5338,1888,1997-08-30,57360,12,4780.0,B
453,6007,4949,1997-08-30,289920,48,6040.0,C
454,6612,7907,1997-08-31,97392,12,8116.0,A
455,5718,3637,1997-09-01,14028,12,1169.0,A
456,6104,5395,1997-09-05,158184,36,4394.0,C
457,5229,1329,1997-09-06,23520,12,1960.0,A
458,6625,7966,1997-09-07,473280,60,7888.0,D
459,5206,1242,1997-09-07,128544,24,5356.0,C
460,5963,4746,1997-09-07,204780,60,3413.0,C
461,4990,110,1997-09-08,162576,36,4516.0,C
462,6641,8026,1997-09-09,128268,36,3563.0,C
463,5369,2080,1997-09-12,214596,36,5961.0,C
464,6196,5837,1997-09-14,177804,36,4939.0,C
465,5236,1374,1997-09-15,389136,48,8107.0,C
466,5719,3664,1997-09-20,271584,48,5658.0,C
467,5643,3273,1997-09-21,94512,12,7876.0,B
468,7050,10065,1997-09-23,311232,48,6484.0,C
469,6355,6699,1997-09-24,127200,48,2650.0,C
470,6688,8268,1997-09-26,8616,24,359.0,C
471,6239,6083,1997-09-28,360864,48,7518.0,D
472,5531,2753,1997-09-30,66432,24,2768.0,C
473,6113,5445,1997-10-01,78696,36,2186.0,C
474,7181,10679,1997-10-02,197808,24,8242.0,C
475,6118,5477,1997-10-04,349392,48,7279.0,C
476,7264,11141,1997-10-07,44940,12,3745.0,A
477,5343,1906,1997-10-08,44952,24,1873.0,C
478,5051,378,1997-10-11,230400,60,3840.0,C
479,5779,3942,1997-10-14,107352,36,2982.0,C
480,6605,7890,1997-10-14,79344,48,1653.0,C
481,6655,8085,1997-10-17,260400,60,4340.0,D
482,6534,7542,1997-10-19,590820,60,9847.0,C
483,5681,3448,1997-10-20,68664,24,2861.0,C
484,6607,7894,1997-10-21,153144,36,4254.0,C
485,6242,6097,1997-10-22,26208,36,728.0,C
486,7242,11027,1997-10-23,48096,24,2004.0,C
487,7277,11231,1997-10-24,89280,12,7440.0,A
488,6675,8158,1997-11-01,238716,36,6631.0,C
489,5398,2187,1997-11-04,53472,12,4456.0,A
490,5956,4725,1997-11-04,168264,36,4674.0,C
491,5731,3711,1997-11-05,460980,60,7683.0,D
492,6956,9631,1997-11-09,59448,24,2477.0,C
493,6437,7052,1997-11-09,63972,36,1777.0,D
494,5447,2335,1997-11-12,541200,60,9020.0,D
495,5973,4784,1997-11-24,219456,48,4572.0,C
496,6075,5267,1997-11-26,129312,24,5388.0,D
497,5281,1580,1997-11-27,194256,24,8094.0,C
498,5103,666,1997-11-28,12540,12,1045.0,A
499,6468,7176,1997-11-30,203940,60,3399.0,C
500,7209,10857,1997-11-30,385560,60,6426.0,D
501,5584,2986,1997-12-06,24792,24,1033.0,C
502,4988,103,1997-12-06,265320,36,7370.0,D
503,6502,7424,1997-12-08,30276,12,2523.0,A
504,5651,3329,1997-12-08,19248,12,1604.0,A
505,4962,25,1997-12-08,30276,12,2523.0,A
506,5862,4342,1997-12-09,100128,24,4172.0,C
507,7199,10789,1997-12-09,45768,12,3814.0,A
508,6727,8505,1997-12-10,42840,12,3570.0,A
509,7279,11244,1997-12-11,155760,24,6490.0,C
510,6544,7594,1997-12-11,130464,48,2718.0,C
511,5933,4631,1997-12-13,87528,24,3647.0,C
512,6574,7745,1997-12-20,77544,36,2154.0,C
513,6399,6902,1997-12-21,49320,36,1370.0,C
514,7187,10711,1997-12-24,24180,60,403.0,C
515,6353,6686,1997-12-25,116496,24,4854.0,C
516,5043,339,1997-12-25,468060,60,7801.0,C
517,5469,2445,1997-12-26,293160,60,4886.0,C
518,5976,4794,1997-12-27,465504,48,9698.0,D
519,6059,5196,1997-12-28,79824,12,6652.0,A
520,5799,4052,1997-12-28,106128,36,2948.0,C
